Zipcode, Latest_File, Last_Updated
02115,results_MA/02115_CI2_120719_16_34_33.csv,12/07/19 16:34
01803,results_MA/01803_CI2_120719_16_34_34.csv,12/07/19 16:34
01922,results_MA/01922_CI1_120719_16_34_34.csv,12/07/19 16:34
02712,results_MA/02712_CI1_120719_16_34_34.csv,12/07/19 16:34
02659,results_MA/02659_CI2_120719_16_34_35.csv,12/07/19 16:34
01224,results_MA/01224_CI4_120719_16_34_36.csv,12/07/19 16:34
01073,results_MA/01073_CI4_120719_16_34_36.csv,12/07/19 16:34
02368,results_MA/02368_CI1_120719_16_34_37.csv,12/07/19 16:34
01477,results_MA/01477_CI1_120719_16_34_37.csv,12/07/19 16:34
02633,results_MA/02633_CI2_120719_16_34_38.csv,12/07/19 16:34
01330,results_MA/01330_CI4_120719_16_34_39.csv,12/07/19 16:34
02189,results_MA/02189_CI1_120719_16_34_39.csv,12/07/19 16:34
02364,results_MA/02364_CI2_120719_16_34_40.csv,12/07/19 16:34
02576,results_MA/02576_CI2_120719_16_34_40.csv,12/07/19 16:34
02467,results_MA/02467_CI2_120719_16_34_40.csv,12/07/19 16:34
01516,results_MA/01516_CI1_120719_16_34_41.csv,12/07/19 16:34
01096,results_MA/01096_CI1_120719_16_34_41.csv,12/07/19 16:34
01865,results_MA/01865_CI1_120719_16_34_42.csv,12/07/19 16:34
02451,results_MA/02451_CI2_120719_16_34_43.csv,12/07/19 16:34
02557,results_MA/02557_CI2_120719_16_34_43.csv,12/07/19 16:34
01508,results_MA/01508_CI1_120719_16_34_43.csv,12/07/19 16:34
01270,results_MA/01270_CI4_120719_16_34_46.csv,12/07/19 16:34
01229,results_MA/01229_CI1_120719_16_34_46.csv,12/07/19 16:34
02051,results_MA/02051_CI2_120719_16_34_47.csv,12/07/19 16:34
02764,results_MA/02764_CI1_120719_16_34_48.csv,12/07/19 16:34
01537,results_MA/01537_CI1_120719_16_34_49.csv,12/07/19 16:34
02475,results_MA/02475_CI2_120719_16_34_51.csv,12/07/19 16:34
02650,results_MA/02650_CI2_120719_16_34_52.csv,12/07/19 16:34
02661,results_MA/02661_CI2_120719_16_34_52.csv,12/07/19 16:34
01235,results_MA/01235_CI4_120719_16_34_53.csv,12/07/19 16:34
02382,results_MA/02382_CI1_120719_16_34_53.csv,12/07/19 16:34
02332,results_MA/02332_CI2_120719_16_34_54.csv,12/07/19 16:34
02130,results_MA/02130_CI2_120719_16_34_55.csv,12/07/19 16:34
01852,results_MA/01852_CI1_120719_16_34_57.csv,12/07/19 16:34
01474,results_MA/01474_CI5_120719_16_34_57.csv,12/07/19 16:34
02330,results_MA/02330_CI2_120719_16_34_58.csv,12/07/19 16:34
02186,results_MA/02186_CI2_120719_16_34_59.csv,12/07/19 16:34
02559,results_MA/02559_CI2_120719_16_34_59.csv,12/07/19 16:34
01069,results_MA/01069_CI1_120719_16_35_01.csv,12/07/19 16:35
01072,results_MA/01072_CI1_120719_16_35_01.csv,12/07/19 16:35
02630,results_MA/02630_CI2_120719_16_35_02.csv,12/07/19 16:35
02020,results_MA/02020_CI2_120719_16_35_02.csv,12/07/19 16:35
02564,results_MA/02564_CI3_120719_16_35_03.csv,12/07/19 16:35
01588,results_MA/01588_CI1_120719_16_35_05.csv,12/07/19 16:35
01375,results_MA/01375_CI4_120719_16_35_06.csv,12/07/19 16:35
01773,results_MA/01773_CI2_120719_16_35_06.csv,12/07/19 16:35
02743,results_MA/02743_CI2_120719_16_35_07.csv,12/07/19 16:35
02138,results_MA/02138_CI2_120719_16_35_08.csv,12/07/19 16:35
01032,results_MA/01032_CI1_120719_16_35_08.csv,12/07/19 16:35
02347,results_MA/02347_CI2_120719_16_35_09.csv,12/07/19 16:35
02121,results_MA/02121_CI2_120719_16_35_10.csv,12/07/19 16:35
02053,results_MA/02053_CI2_120719_16_35_10.csv,12/07/19 16:35
01601,results_MA/01601_CI1_120719_16_35_11.csv,12/07/19 16:35
01702,results_MA/01702_CI2_120719_16_35_12.csv,12/07/19 16:35
02563,results_MA/02563_CI2_120719_16_35_12.csv,12/07/19 16:35
02143,results_MA/02143_CI2_120719_16_35_13.csv,12/07/19 16:35
02647,results_MA/02647_CI2_120719_16_35_14.csv,12/07/19 16:35
02726,results_MA/02726_CI1_120719_16_35_14.csv,12/07/19 16:35
01475,results_MA/01475_CI1_120719_16_35_15.csv,12/07/19 16:35
01255,results_MA/01255_CI4_120719_16_35_16.csv,12/07/19 16:35
01267,results_MA/01267_CI1_120719_16_35_16.csv,12/07/19 16:35
02148,results_MA/02148_CI1_120719_16_35_17.csv,12/07/19 16:35
01225,results_MA/01225_CI1_120719_16_35_18.csv,12/07/19 16:35
01730,results_MA/01730_CI2_120719_16_35_18.csv,12/07/19 16:35
02210,results_MA/02210_CI2_120719_16_35_19.csv,12/07/19 16:35
01907,results_MA/01907_CI1_120719_16_35_20.csv,12/07/19 16:35
02667,results_MA/02667_CI2_120719_16_35_21.csv,12/07/19 16:35
02725,results_MA/02725_CI1_120719_16_35_22.csv,12/07/19 16:35
01830,results_MA/01830_CI1_120719_16_35_23.csv,12/07/19 16:35
02358,results_MA/02358_CI1_120719_16_35_24.csv,12/07/19 16:35
01905,results_MA/01905_CI1_120719_16_35_25.csv,12/07/19 16:35
01260,results_MA/01260_CI4_120719_16_35_26.csv,12/07/19 16:35
02543,results_MA/02543_CI2_120719_16_35_26.csv,12/07/19 16:35
01102,results_MA/01102_CI4_120719_16_35_27.csv,12/07/19 16:35
02766,results_MA/02766_CI1_120719_16_35_27.csv,12/07/19 16:35
01970,results_MA/01970_CI1_120719_16_35_28.csv,12/07/19 16:35
01349,results_MA/01349_CI4_120719_16_35_28.csv,12/07/19 16:35
02120,results_MA/02120_CI2_120719_16_35_29.csv,12/07/19 16:35
02714,results_MA/02714_CI2_120719_16_35_29.csv,12/07/19 16:35
01053,results_MA/01053_CI1_120719_16_35_30.csv,12/07/19 16:35
01009,results_MA/01009_CI1_120719_16_35_30.csv,12/07/19 16:35
01355,results_MA/01355_CI1_120719_16_35_31.csv,12/07/19 16:35
02722,results_MA/02722_CI1_120719_16_35_32.csv,12/07/19 16:35
01720,results_MA/01720_CI2_120719_16_35_33.csv,12/07/19 16:35
02109,results_MA/02109_CI2_120719_16_35_33.csv,12/07/19 16:35
02149,results_MA/02149_CI1_120719_16_35_34.csv,12/07/19 16:35
02322,results_MA/02322_CI1_120719_16_35_34.csv,12/07/19 16:35
01908,results_MA/01908_CI1_120719_16_35_35.csv,12/07/19 16:35
02203,results_MA/02203_CI2_120719_16_35_36.csv,12/07/19 16:35
01463,results_MA/01463_CI1_120719_16_35_36.csv,12/07/19 16:35
01805,results_MA/01805_CI2_120719_16_35_37.csv,12/07/19 16:35
01079,results_MA/01079_CI1_120719_16_35_38.csv,12/07/19 16:35
01343,results_MA/01343_CI1_120719_16_35_39.csv,12/07/19 16:35
02703,results_MA/02703_CI1_120719_16_35_39.csv,12/07/19 16:35
01236,results_MA/01236_CI1_120719_16_35_40.csv,12/07/19 16:35
02201,results_MA/02201_CI2_120719_16_35_40.csv,12/07/19 16:35
01886,results_MA/01886_CI1_120719_16_35_41.csv,12/07/19 16:35
01519,results_MA/01519_CI1_120719_16_35_41.csv,12/07/19 16:35
01432,results_MA/01432_CI1_120719_16_35_42.csv,12/07/19 16:35
01760,results_MA/01760_CI2_120719_16_35_43.csv,12/07/19 16:35
01431,results_MA/01431_CI5_120719_16_35_44.csv,12/07/19 16:35
02122,results_MA/02122_CI2_120719_16_35_44.csv,12/07/19 16:35
02093,results_MA/02093_CI1_120719_16_35_45.csv,12/07/19 16:35
01366,results_MA/01366_CI1_120719_16_35_47.csv,12/07/19 16:35
01721,results_MA/01721_CI2_120719_16_35_48.csv,12/07/19 16:35
02668,results_MA/02668_CI2_120719_16_38_40.csv,12/07/19 16:38
01571,results_MA/01571_CI1_120719_16_38_41.csv,12/07/19 16:38
01151,results_MA/01151_CI4_120719_16_38_42.csv,12/07/19 16:38
02747,results_MA/02747_CI2_120719_16_38_44.csv,12/07/19 16:38
02050,results_MA/02050_CI2_120719_16_38_45.csv,12/07/19 16:38
01012,results_MA/01012_CI4_120719_16_38_46.csv,12/07/19 16:38
01070,results_MA/01070_CI4_120719_16_38_46.csv,12/07/19 16:38
01040,results_MA/01040_CI4_120719_16_38_47.csv,12/07/19 16:38
01085,results_MA/01085_CI4_120719_16_38_47.csv,12/07/19 16:38
01608,results_MA/01608_CI1_120719_16_38_48.csv,12/07/19 16:38
02748,results_MA/02748_CI2_120719_16_38_49.csv,12/07/19 16:38
02662,results_MA/02662_CI2_120719_16_38_49.csv,12/07/19 16:38
01028,results_MA/01028_CI1_120719_16_38_56.csv,12/07/19 16:38
01801,results_MA/01801_CI2_120719_16_38_59.csv,12/07/19 16:38
01084,results_MA/01084_CI4_120719_16_39_00.csv,12/07/19 16:39
01338,results_MA/01338_CI4_120719_16_39_01.csv,12/07/19 16:39
01756,results_MA/01756_CI1_120719_16_39_02.csv,12/07/19 16:39
01101,results_MA/01101_CI4_120719_16_39_03.csv,12/07/19 16:39
02127,results_MA/02127_CI2_120719_16_39_04.csv,12/07/19 16:39
01609,results_MA/01609_CI1_120719_16_39_05.csv,12/07/19 16:39
02170,results_MA/02170_CI1_120719_16_39_06.csv,12/07/19 16:39
02199,results_MA/02199_CI2_120719_16_39_08.csv,12/07/19 16:39
01030,results_MA/01030_CI4_120719_16_39_09.csv,12/07/19 16:39
02646,results_MA/02646_CI2_120719_16_39_10.csv,12/07/19 16:39
01098,results_MA/01098_CI4_120719_16_39_11.csv,12/07/19 16:39
02452,results_MA/02452_CI2_120719_16_39_12.csv,12/07/19 16:39
02304,results_MA/02304_CI1_120719_16_39_13.csv,12/07/19 16:39
01854,results_MA/01854_CI1_120719_16_39_14.csv,12/07/19 16:39
01034,results_MA/01034_CI4_120719_16_39_15.csv,12/07/19 16:39
02651,results_MA/02651_CI2_120719_16_39_16.csv,12/07/19 16:39
01901,results_MA/01901_CI1_120719_16_39_17.csv,12/07/19 16:39
01776,results_MA/01776_CI2_120719_16_39_17.csv,12/07/19 16:39
01701,results_MA/01701_CI2_120719_16_39_19.csv,12/07/19 16:39
01585,results_MA/01585_CI1_120719_16_39_19.csv,12/07/19 16:39
02421,results_MA/02421_CI2_120719_16_39_20.csv,12/07/19 16:39
01031,results_MA/01031_CI1_120719_16_39_21.csv,12/07/19 16:39
01778,results_MA/01778_CI2_120719_16_39_23.csv,12/07/19 16:39
02635,results_MA/02635_CI2_120719_16_39_23.csv,12/07/19 16:39
01107,results_MA/01107_CI4_120719_16_39_24.csv,12/07/19 16:39
02464,results_MA/02464_CI2_120719_16_39_25.csv,12/07/19 16:39
01536,results_MA/01536_CI1_120719_16_39_25.csv,12/07/19 16:39
02638,results_MA/02638_CI2_120719_16_39_26.csv,12/07/19 16:39
01951,results_MA/01951_CI1_120719_16_39_27.csv,12/07/19 16:39
02141,results_MA/02141_CI2_120719_16_39_27.csv,12/07/19 16:39
02721,results_MA/02721_CI1_120719_16_39_28.csv,12/07/19 16:39
02351,results_MA/02351_CI1_120719_16_39_33.csv,12/07/19 16:39
02334,results_MA/02334_CI1_120719_16_39_33.csv,12/07/19 16:39
02114,results_MA/02114_CI2_120719_16_39_34.csv,12/07/19 16:39
01462,results_MA/01462_CI5_120719_16_39_35.csv,12/07/19 16:39
02061,results_MA/02061_CI1_120719_16_39_36.csv,12/07/19 16:39
02070,results_MA/02070_CI1_120719_16_39_37.csv,12/07/19 16:39
01965,results_MA/01965_CI1_120719_16_39_38.csv,12/07/19 16:39
01337,results_MA/01337_CI4_120719_16_39_38.csv,12/07/19 16:39
02142,results_MA/02142_CI2_120719_16_39_40.csv,12/07/19 16:39
01913,results_MA/01913_CI1_120719_16_39_41.csv,12/07/19 16:39
01503,results_MA/01503_CI1_120719_16_39_41.csv,12/07/19 16:39
02468,results_MA/02468_CI2_120719_16_39_44.csv,12/07/19 16:39
02565,results_MA/02565_CI2_120719_16_39_45.csv,12/07/19 16:39
01966,results_MA/01966_CI1_120719_16_39_45.csv,12/07/19 16:39
01534,results_MA/01534_CI1_120719_16_39_45.csv,12/07/19 16:39
02568,results_MA/02568_CI2_120719_16_39_47.csv,12/07/19 16:39
02769,results_MA/02769_CI1_120719_16_39_48.csv,12/07/19 16:39
01020,results_MA/01020_CI4_120719_16_39_48.csv,12/07/19 16:39
02790,results_MA/02790_CI1_120719_16_39_49.csv,12/07/19 16:39
02562,results_MA/02562_CI2_120719_16_39_52.csv,12/07/19 16:39
02145,results_MA/02145_CI2_120719_16_39_53.csv,12/07/19 16:39
02724,results_MA/02724_CI1_120719_16_39_53.csv,12/07/19 16:39
01007,results_MA/01007_CI1_120719_16_39_54.csv,12/07/19 16:39
01745,results_MA/01745_CI1_120719_16_39_57.csv,12/07/19 16:39
01026,results_MA/01026_CI4_120719_16_39_57.csv,12/07/19 16:39
02669,results_MA/02669_CI2_120719_16_39_58.csv,12/07/19 16:39
02553,results_MA/02553_CI2_120719_16_39_58.csv,12/07/19 16:39
01550,results_MA/01550_CI1_120719_16_43_40.csv,12/07/19 16:43
02645,results_MA/02645_CI2_120719_16_43_41.csv,12/07/19 16:43
02584,results_MA/02584_CI3_120719_16_57_14.csv,12/07/19 16:57
02116,results_MA/02116_CI2_120719_16_43_42.csv,12/07/19 16:43
01350,results_MA/01350_CI1_120719_16_43_43.csv,12/07/19 16:43
02169,results_MA/02169_CI1_120719_16_43_44.csv,12/07/19 16:43
01038,results_MA/01038_CI4_120719_16_43_45.csv,12/07/19 16:43
02129,results_MA/02129_CI2_120719_16_43_46.csv,12/07/19 16:43
01351,results_MA/01351_CI4_120719_16_43_47.csv,12/07/19 16:43
02055,results_MA/02055_CI1_120719_16_43_48.csv,12/07/19 16:43
02746,results_MA/02746_CI2_120719_16_43_48.csv,12/07/19 16:43
01346,results_MA/01346_CI1_120719_16_43_49.csv,12/07/19 16:43
02357,results_MA/02357_CI1_120719_16_43_50.csv,12/07/19 16:43
02476,results_MA/02476_CI2_120719_16_43_51.csv,12/07/19 16:43
01827,results_MA/01827_CI1_120719_16_43_52.csv,12/07/19 16:43
01227,results_MA/01227_CI4_120719_16_43_58.csv,12/07/19 16:43
02118,results_MA/02118_CI2_120719_16_43_59.csv,12/07/19 16:43
02673,results_MA/02673_CI2_120719_16_44_00.csv,12/07/19 16:44
01253,results_MA/01253_CI4_120719_16_44_01.csv,12/07/19 16:44
02338,results_MA/02338_CI1_120719_16_44_02.csv,12/07/19 16:44
01832,results_MA/01832_CI1_120719_16_44_03.csv,12/07/19 16:44
02493,results_MA/02493_CI2_120719_16_44_08.csv,12/07/19 16:44
02126,results_MA/02126_CI2_120719_16_44_09.csv,12/07/19 16:44
02461,results_MA/02461_CI2_120719_16_44_10.csv,12/07/19 16:44
02071,results_MA/02071_CI2_120719_16_44_10.csv,12/07/19 16:44
02108,results_MA/02108_CI2_120719_16_44_11.csv,12/07/19 16:44
01001,results_MA/01001_CI4_120719_16_44_13.csv,12/07/19 16:44
02019,results_MA/02019_CI1_120719_16_44_18.csv,12/07/19 16:44
01835,results_MA/01835_CI1_120719_16_44_19.csv,12/07/19 16:44
02136,results_MA/02136_CI2_120719_16_44_19.csv,12/07/19 16:44
01370,results_MA/01370_CI4_120719_16_44_22.csv,12/07/19 16:44
01464,results_MA/01464_CI1_120719_16_44_27.csv,12/07/19 16:44
02333,results_MA/02333_CI1_120719_16_44_28.csv,12/07/19 16:44
02571,results_MA/02571_CI2_120719_16_44_28.csv,12/07/19 16:44
01952,results_MA/01952_CI1_120719_16_44_31.csv,12/07/19 16:44
02740,results_MA/02740_CI2_120719_16_44_32.csv,12/07/19 16:44
02021,results_MA/02021_CI2_120719_16_44_34.csv,12/07/19 16:44
